created_at,text,sentiment_score
2022-11-28T20:19:27.000Z,"RT @Jenny30355206: Watch Black Panther Wakanda Forever FOR FREE. #BlackPanther #Marvel #movies #free #comic #Watching 
https://t.co/t9DTAOt…",9.2775
2022-11-28T20:19:58.000Z,"@LimitlesssRange @_ZayxX @itsonlyuzo @iamcleotrapa The talocans had super human strength all of them had the herb in their blood, in wakandan only the black panther gets to have the herb.",8.982
2022-11-28T20:20:00.000Z,"""Strange World"" fizzled with audiences out of the gates, but the top spot went to ""Black Panther: Wakanda Forever."" https://t.co/cuBpepnRVH",6.0115
2022-11-28T20:19:54.000Z,RT @mcucomfort: the cast of black panther &lt;3 https://t.co/drmVMoZSHK,5
2022-11-28T20:19:57.000Z,"RT @MarvelStudios: A profound take on life and legacy. Critics are hailing Marvel Studios’ BLACK PANTHER: WAKANDA FOREVER as, “emotionally…",5.7655
2022-11-28T20:20:02.000Z,RT @OptimusGrind__: “Aye that Black Panther chick coming foo” https://t.co/uIEwIY0DEX,5
2022-11-28T20:19:52.000Z,"RT @comic_marina: Comic twitter: 
""Peggy Carter is a n*zi. Wanda enslaved a whole town, shes irredeemable. She-Hulk is a hypocritical narci…",1.546
2022-11-28T20:19:33.000Z,RT @OptimusGrind__: “Aye that Black Panther chick coming foo” https://t.co/uIEwIY0DEX,5
2022-11-28T20:19:55.000Z,in my opinion black panther 2 was over hyped.  but it was coo,5.1935
2022-11-28T20:20:12.000Z,‘Black Panther: Wakanda Forever’ Concept Art Reveals Early Namor Designs. https://t.co/Rtp3nWJwui,5
2022-11-28T20:20:10.000Z,SCREAMING IN #NASHURI #NAMURI #SEAPRINCESS #SHUMOR https://t.co/hzXlNDFOYm https://t.co/P9DBjsyKiI,3.091
2022-11-28T20:22:55.000Z,"Weekend Box Office: Glass Onion shocks, Strange World tanks and Black Panther tops https://t.co/Sbf969lGjq",4.871
