created_at,text,sentiment_score
2022-11-28T20:11:02.000Z,"@ivan_8848 Madeline Albright said 500,000 dead Iraqi children was “worth it”.",2.3665
2022-11-28T20:10:42.000Z,RT @Mrs_libraa: Assistir de novo the woman king,5
2022-11-28T20:11:06.000Z,"RT @Nativetoday_: Native woman and child. King Island, Alaska. Photo taken between 1915 and 1925. 
#history #alaska #1900s #native #histori…",5.7655
2022-11-28T19:56:45.000Z,@Texassgh @SaycheeseDGTL woman makes monsters is crazy coming from a nigga with a woman as a mom foh lol,5.5135
2022-11-28T19:56:53.000Z,"4) A lot of it is built on respect. 
A saying I once heard, “I don’t care what you call me, as long as you’re nice about it.” 
Giving compliments in other pronouns is far better than insults in ANY pronouns. 
Call a man a Queen, call a woman a King, it can be well-received.
TPWK.",9.152
2022-11-28T19:56:57.000Z,"That isn’t a valid reason to go invalidate someone’s KNOWN gender pronoun preference. 

It’s just a reminder that if things are done in fun and happiness, you can be expressive and play w gender norms. Try your best.

Do so with consent, and/or best intentions. Preferably both.",9.7005
2022-12-10T03:53:53.000Z,"RT @sbp_02: When a woman treats her man like a king, and a man treats his woman like a queen. They make one hell of a team. 
—Bryan Burden…",2.2885
2022-12-10T03:52:06.000Z,"RT @812filmreviews: A reminder: No Black woman has ever been nominated for Best Director by the Academy Awards. I’m just sayin, Gina Prince…",8.592
2022-12-10T03:57:02.000Z,"RT @DiscussingFilm: The American Film Institute has chosen their top films of 2022:

Avatar: The Way of Water
Elvis
Everything Everywhere A…",6.0115
2022-12-10T20:04:32.000Z,@RealDeniseWelch Very interesting article in the times today,7.288
2022-12-10T03:52:44.000Z,"When a woman treats her man like a king, and a man treats his woman like a queen. They make one hell of a team. 
—Bryan Burden 

I VOTE KDLEX FOR #TAGAWARDSCHICAGO

@alexailacad | @kdestrada_
#PETAWalangAray https://t.co/PFHD4CICim",2.2885
2022-12-10T03:57:29.000Z,RT @TheTruthPanther: Thuso Mbedu has been named in the top 10 best actors of 2022 by the New York Times for her performance in The Woman Ki…,8.825
2022-12-10T20:04:07.000Z,@RealDeniseWelch Denise stop it. I’m really uncomfortable agreeing with you.,3.2845
2022-12-10T20:04:08.000Z,@RealDeniseWelch Wow that’s rich coming from you didn’t you cheat on your husband. https://t.co/qm3FyftpMF,9.357
2022-12-10T20:04:11.000Z,RT @RealDeniseWelch: King Charles was cheating on Harrys mum when they got married. His uncle paid off a young woman £12m for a sex scandal…,1.2105
2022-12-10T20:04:27.000Z,RT @Kele_Megano: The Woman King 👑 … Happy birthday to me 🎉 #chapter23 https://t.co/Ek1rYSDD1R,7.8595
2022-12-10T20:04:16.000Z,And Andrew as been admonished from the Royal household the same as Harry should be https://t.co/KcI2Cv4vR2,2.798
2022-12-10T20:01:42.000Z,@RealDeniseWelch Please fuck off,3.52
2022-12-06T21:48:44.000Z,"so where do you think jack smith sits in the freemason hierarchy. he's probably like 33rd degree ecclesiastical king of eastern america or some weird shit like that. the masons all know what a woman is. because we aren't allowed in their club, on account of our SEX. #male #power",4.614
2022-12-06T21:49:34.000Z,"@TazBailey_ God bless, I wouldn’t want “the trap” for my worst enemy 🤣🤣 hang in there King 🏅🏆🎖",2.7425
2022-12-10T20:01:50.000Z,RT @RealDeniseWelch: King Charles was cheating on Harrys mum when they got married. His uncle paid off a young woman £12m for a sex scandal…,1.2105
2022-12-10T20:02:29.000Z,RT @RealDeniseWelch: King Charles was cheating on Harrys mum when they got married. His uncle paid off a young woman £12m for a sex scandal…,1.2105
2022-12-10T20:02:12.000Z,RT @RealDeniseWelch: King Charles was cheating on Harrys mum when they got married. His uncle paid off a young woman £12m for a sex scandal…,1.2105
2022-12-10T20:02:16.000Z,@RealDeniseWelch How many affairs did Diana have and is Charles Harry’s father?,5
