created_at,text,sentiment_score
2022-11-28T20:01:33.000Z,@jesawyer Great movie daniel is fine,8.548
2022-11-28T20:02:13.000Z,"The timing of the Glass Onion release is so perfect that this movie is almost watched as a documentary, minus all the murdering 
how did you do it @rianjohnson",5.566
2022-11-28T20:02:20.000Z,Loved Glass Onion…I also really love Clue. I have 3 different versions of it,9.3275
2022-11-28T19:57:00.000Z,RT @ERCboxoffice: The mid-range studio film with the biggest box office upside this Thanksgiving--Netflix's GLASS ONION-- was relegated to…,5
2022-11-28T19:56:40.000Z,@itlooksreal Hahahah are they on a boat in glass onion?,5
2022-11-28T20:02:04.000Z,@jesawyer He's coming off in an intentional way,5
2022-11-28T20:02:51.000Z,@futurewolfie We would if we could. 😭,5
2022-11-28T20:03:55.000Z,@TheAcademy Glass Onion,5
2022-11-28T20:04:42.000Z,"RT @FB_BMB: Although Netflix didn't report Glass Onion's numbers, you can tell how big an impact it had, because all the Thanksgiving opene…",5
2022-11-28T20:05:26.000Z,@crispinophurs can confirm you will not understand anything i say until you see it. a must see.,5
2022-11-28T20:04:59.000Z,@crispinophurs ITS IN THEATERS FOR TWO MORE DAYS AND ITS ABSOLUTELY A CINEMATIC EXPERIENCE GO WATCH IT GO GO GO,5
2022-11-28T20:05:46.000Z,@Marginal_Eyes @CurzonSoho Rowsell😁,5
2022-11-28T20:07:12.000Z,"@galpalgalaxies @metaplexmovies I think I saw a singular ad, on twitter, months ago.",5
2022-11-28T20:08:22.000Z,@MarienneMaid @ThayIsTired I HAVE THOUGHTS,5
2022-11-28T20:08:04.000Z,@devvvtheband I’m seeing it tonight too,5
2022-11-28T20:09:45.000Z,Anyone wanna see Glass Onion at a regal cinema tonight? 👀,5
2022-11-28T20:09:36.000Z,@metaplexmovies Can't wait!,5
2022-11-28T20:11:36.000Z,@RonnieSerp @paladin991973 @IGN That article is nothing but guess work and opinions. Not facts.,5
2022-11-28T20:12:46.000Z,"There is a scene in the Glass Onion that really sums up Twitter right now. More I think about it, more accurate it feels.",5
2022-11-28T20:11:46.000Z,@fivefootlambs icon behavior,5
2022-11-28T20:13:47.000Z,@mistermovies What was the Magnolia reference? I saw Glass Onion yesterday but I don't recall that moment.,5
2022-11-28T20:14:44.000Z,Down in The South. https://t.co/VSmI1plM1m,5
2022-11-28T20:19:21.000Z,RT @beforekermit: elon musk watching “glass onion: a knives out mystery” https://t.co/pAV5gm4Oxb,5
2022-11-28T20:20:58.000Z,@AlexFoux it’s daddy’s influence,5
2022-11-28T20:21:29.000Z,Glass Onion thyme 😎,5
2022-11-28T20:21:44.000Z,"@RottenTomatoes The Glass Onion (at the theater)
She Said (at the theater)",5
2022-11-28T20:23:32.000Z,"@LydiaTarReal Maestro, have you seen the new film Glass Onion?",5
2022-11-28T20:22:45.000Z,@DiscussingFilm THE MOON,5
2022-11-28T20:25:33.000Z,@NNanpei Glass Melon?,5
2022-11-28T20:24:22.000Z,@markhachman Yo have you seen Glass Onion yet??,5
2022-11-28T20:25:54.000Z,@annehelen R I G H T?,5
2022-11-28T20:24:39.000Z,The Glass Onion 👏👏👏,5
2022-11-28T20:25:15.000Z,When does glass onion hit Netflix?,5
2022-11-28T20:24:18.000Z,‘Glass Onion’ Box Office: How the ‘Knives Out’ Sequel Left Tens of Millions on the Table https://t.co/TnURWx0WTx,5
2022-11-28T20:24:53.000Z,@DiscussingFilm That is how writing works. 😂,5
2022-11-28T20:26:03.000Z,RT @blockbustedpod: the sheer timing of the commentary in Glass Onion is almost bafflingly prophetic. really one of those movies that makes…,5
2022-11-28T20:27:19.000Z,Going to watch Glass Onion today!,5
2022-11-28T20:27:34.000Z,GLASS ONION (A KNIVES OUT MYSTERY) Movie Review https://t.co/00Nw35jW1p,5
2022-11-28T20:28:24.000Z,Glass Onion was incredible i highly reccomend,5
2022-11-28T20:29:26.000Z,@kylebuchanan rules are rules.,5
2022-11-28T20:27:52.000Z,glass onion &gt;&gt;&gt; knives out 🫣🫣🫣,5
2022-11-28T20:28:09.000Z,"RT @Darren_Mooney: This week, Netflix is releasing Rian Johnson's #GlassOnion in theatres.

I wrote about ""Knives Out"" &amp; ""Glass Onion"" at @…",5
2022-11-28T20:16:09.000Z,I saw Glass Onion: A Knives Out Mystery at AMC Theatres. Check it out! https://t.co/B5T7CLyOwo,5
2022-11-28T20:31:09.000Z,Glass Onion time 🔎 https://t.co/0D3550XGEb,5
2022-11-28T20:31:21.000Z,seated for glass onion,5
2022-11-28T20:31:13.000Z,"@vjmfilms I mean, there’s been another factor influencing attendance during that period.",5
2022-11-28T20:16:12.000Z,Janell Monae had me glued watching Glass Onion,5
2022-11-28T20:32:19.000Z,I kept waiting for the rest of the title. https://t.co/jv9kRZI52l,5
2022-11-28T20:32:30.000Z,bueno get to it https://t.co/GiLBgyuWKH,5
2022-11-28T20:34:10.000Z,he should cast me https://t.co/O5Yr56vG5Y,5
2022-11-28T20:33:59.000Z,Normalize not knowing yet https://t.co/GPbQ4BQDvi,5
2022-11-28T20:17:32.000Z,@tshakw lmk what u think,5
2022-11-28T20:17:48.000Z,Nvm I am seeing it tomorrow after class,5
2022-11-28T20:17:13.000Z,@scottEmovienerd I think its cause then a lot of people would skip out on the theater run and just wait a week to watch it at home,5
2022-11-28T20:17:21.000Z,@bdgrabinski P L A N E,5
2022-11-28T20:34:27.000Z,thinking if i should watch glass onion on 🎥 recording because i literally can’t wait https://t.co/6lH9UWRzjC,5
2022-11-28T20:36:25.000Z,@KnivesOut @DaveBautista I couldn't make it and now that shall be me....,5
2022-11-28T20:36:07.000Z,i need to see glass onion omg,5
2022-11-28T20:38:33.000Z,"@LarsenOnFilm @filmspotting @chicagocritics Kate Hudson in Glass Onion
Vanessa Burghardt in Cha Cha Real Smooth
Rachel Sennott in Bodies Bodies Bodies",5
2022-11-28T20:40:00.000Z,I think M*sk's Twitter stunts were all advertising for Glass Onion.,5
2022-11-28T20:39:59.000Z,me watching the glass onion 😭 https://t.co/v7DeFUNGqK,5
2022-11-28T20:39:58.000Z,My first instinct is...,5
2022-11-28T20:42:33.000Z,Interview: Rian Johnson peels back the layers of 'Glass Onion: A Knives Out Mystery' with @ryanmcquade77  https://t.co/mDCUBA1VzG #GlassOnion,5
2022-11-28T20:43:19.000Z,@TheAcademy Glass Onion: Knives Out sequel. Rian Johnson is a genius at his writing and directing. Should get some Oscar nominations.,5
2022-11-28T20:43:51.000Z,if not we burn down mr. netflix's house,5
2022-11-28T20:45:16.000Z,@DiscussingFilm @irvnstark take your time king https://t.co/zTQ1UHn1LZ,5
2022-11-28T20:44:55.000Z,@DiscussingFilm Take your time king,5
2022-11-28T20:45:20.000Z,Same! 👏👏👏🤘🎬 https://t.co/pSh8TeFl4a,5
2022-11-28T20:45:52.000Z,RT @baileymeyers: (beastie boys voice) glass onion. that funion munion,5
2022-11-28T20:46:09.000Z,@ashleydrixey WHIFF off,5
2022-11-28T20:49:30.000Z,the way i knew who cameos as benoit blanc’s husband in glass onion from the instant he first spoke,5
2022-11-28T20:50:48.000Z,My ★★★★★ review of Glass Onion: A Knives Out Mystery on @letterboxd: https://t.co/nA2pdCGkON,5
2022-11-28T20:50:14.000Z,glass onion film of the year send tweet,5
2022-11-28T20:51:25.000Z,"glass onion, the menu, bones and all",5
2022-11-28T20:50:39.000Z,The set details and cameos in Glass Onion…I feel extremely pandered to!,5
2022-11-28T20:53:39.000Z,@DiscussingFilm I KNOW THATS RIGHT MOTHER ALWAYS SERVING,5
2022-11-28T20:52:17.000Z,The 'Knives Out' sequel 'Glass Onion' could have been a box-office hit — if Netflix had let it https://t.co/fWLuNVVDyU,5
2022-11-28T20:52:39.000Z,#nw glass onion https://t.co/MnEKoJkFFC,5
2022-11-28T20:56:02.000Z,Why do I gotta wait a whole month for Glass Onion?,5
2022-11-28T20:53:35.000Z,@dangerbirdx Now I’m intrigued and will watch!,5
2022-11-28T20:53:32.000Z,@DiscussingFilm MOTHER,5
2022-11-28T20:56:55.000Z,Also a bunch of MST3K,5
2022-11-28T20:56:54.000Z,The only movie anyone watched this weekend: Glass Onion https://t.co/lBNet3O2FH,5
2022-11-28T20:58:06.000Z,RT @daintyprotag: have you guys seen glass onion yet https://t.co/ZWppLbwKDi,5
2022-11-28T20:59:13.000Z,im seeing glass onion tomorrow :D,5
2022-11-28T20:59:55.000Z,Glass Onion: A Knives Out Mystery Delivers Its Final Clue https://t.co/RAXSTTm0HD,5
2022-11-28T20:59:26.000Z,Benoit Blanc and the Temple of Inflation #KnivesOut https://t.co/nJWnqKc2yb,5
2022-11-28T20:58:59.000Z,Benoit Blanc and the Temple of Inflation https://t.co/nJWnqKubMj,5
2022-11-28T21:00:29.000Z,glass onion FIGHISSIMO,5
2022-11-28T19:57:09.000Z,RT @elenaiswriting: day two of my campaign to tell everyone janelle monáe deserves a supporting oscar nom for glass onion: a knives out mys…,7.202
2022-11-28T19:56:53.000Z,@DiscussingFilm I hope in Egypt or Japan,7.202
2022-11-28T20:04:28.000Z,Glass Onion good,7.202
2022-11-28T20:13:45.000Z,Just saw glass onion it's good,7.202
2022-11-28T20:29:56.000Z,there better be shrek in this movie i’m seeing it’s called glass onion after all,7.202
2022-11-28T20:34:41.000Z,and if i do does somebody has a link with good quality,7.202
2022-11-28T20:38:19.000Z,@vin_onepenny Better than the first?,7.202
2022-11-28T20:02:59.000Z,"RT @beastobsessed: ""Glass Onion: A Knives Out Mystery"" has a shocking finale and it's an on-point social critique for our times.
https://t.…",2.9905
2022-11-28T20:33:31.000Z,It’s insane how half baked the distribution plan for Glass Onion is,2.9905
2022-11-28T20:43:16.000Z,ok so i've come up with a review for glass onion. glass onion is what death on the nile wanted to be,2.9905
2022-11-28T20:08:22.000Z,"POINT WEEK-END #3 - BLACK PANTHER ET DE 3 - GLASS ONION, ESPOIR DE NETFL... https://t.co/rPYzKRa5RV via @YouTube",5.7655
2022-11-28T20:08:57.000Z,@paladin991973 @McMilnamow @IGN The internet is a great tool. The article references how bad it was with test audiences in August…https://t.co/lXcqDia9Fg,5.7655
2022-11-28T20:12:39.000Z,"RT @BrandonDavisBD: Knives Out 3 update from Rian Johnson.

""I still have to start writing Knives Out 3. I gotta figure out what the next B…",5.7655
2022-11-28T20:39:51.000Z,"Netflix executives are morons and there's a silly film reference in Glass Onion that made it worth it to break my boycott by going to the cinema. I snorted laughing, twice.",5.7655
2022-11-28T20:01:52.000Z,RT @DiscussingFilm: ‘GLASS ONION: A KNIVES OUT MYSTERY’ is estimated to have earned $15M during its domestic week-long run in 600 theaters.…,5.386
2022-11-28T20:02:22.000Z,@CrayTreyVids Terrifier 2: the Re-terrifying,5.386
